                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 1.98545397737676e-04 -2.23717482807639e-03
 9.90944907947561e-05 -1.09281212136937e-03
 0.00000000000000e+00  0.00000000000000e+00
 9.68855283954663e-05  1.09837935642273e-03
 1.88825155055093e-04  2.24155733518499e-03
 2.80847733244423e-04  3.43736841628508e-03
 3.76161491348130e-04  4.68704991661669e-03
 4.71474952098872e-04  5.99319092730773e-03
 5.78628984805053e-04  7.35690104836845e-03
 7.13712029006032e-04  8.77944807491882e-03
 8.85471534510047e-04  1.02633979052289e-02
 1.10894779863207e-03  1.18055067024206e-02
 1.41407930365234e-03  1.34069149535747e-02
 1.78201222402829e-03  1.50682808662771e-02
 2.22859003791589e-03  1.67901368740592e-02
 2.76798691775401e-03  1.85656349865297e-02
 3.40015551939283e-03  2.04009071957877e-02
 4.07374288794465e-03  2.23101192059217e-02
 4.82531711246773e-03  2.42855841512490e-02
 5.68182863111101e-03  2.63200144063260e-02
 6.64487308608228e-03  2.84121386386139e-02
 7.70838560769279e-03  3.05685418832060e-02
 8.86078964303108e-03  3.27974094030658e-02
 1.01287522613729e-02  3.50862948409170e-02
 1.15192967519718e-02  3.74355858298812e-02
 1.30358927281461e-02  3.98463108239456e-02
 1.46727883954708e-02  4.23251184708022e-02
 1.64483631156923e-02  4.48625120442240e-02
 1.83705874275320e-02  4.74578571958857e-02
 2.04459136945119e-02  5.01104531482503e-02
 2.26846592963694e-02  5.28154666918239e-02
 2.50928766425821e-02  5.55711697858776e-02
 2.76778034894948e-02  5.83767044557555e-02
 3.04469413377593e-02  6.12297612926243e-02
 3.34094454924699e-02  6.41258156989795e-02
 3.65677952687751e-02  6.70664993727858e-02
 3.99322842158810e-02  7.00464408859942e-02
 4.35118017589034e-02  7.30618356970983e-02
 4.73134690247465e-02  7.61104616264108e-02
 5.13469388463042e-02  7.91871013987232e-02
 5.56189423431256e-02  8.22892625257766e-02
 6.01414729568889e-02  8.54074108932142e-02
 6.49244649539767e-02  8.85347361198686e-02
 6.99756354627807e-02  9.16672781870857e-02
 7.53026858825052e-02  9.48008259726233e-02
 8.09154038720055e-02  9.79278133884627e-02
 8.68231717544895e-02  1.01040039814804e-01
 9.30389021032309e-02  1.04121493122142e-01
 9.95686463697289e-02  1.07169346492045e-01
 1.06422681787958e-01  1.10171776121545e-01
 1.13612591847802e-01  1.13111998855111e-01
 1.21144970445280e-01  1.15984752669559e-01
 1.29027955195690e-01  1.18777409872972e-01
 1.37272458798363e-01  1.21469843307439e-01
 1.45884173927472e-01  1.24054576024359e-01
 1.54870268772354e-01  1.26520216644804e-01
 1.64238240933200e-01  1.28847523831714e-01
 1.73994276420079e-01  1.31023085834587e-01
 1.84143460424802e-01  1.33033711895069e-01
 1.94691454211540e-01  1.34859294227930e-01
 2.05641049083146e-01  1.36492417054119e-01
 2.16995970102747e-01  1.37916954808674e-01
 2.28757829801411e-01  1.39129601979609e-01
 2.40928390569535e-01  1.40125707367148e-01
 2.53509412206195e-01  1.40897012567758e-01
 2.66502324385011e-01  1.41432405422594e-01
 2.79908128004405e-01  1.41691875287591e-01
 2.93726549669936e-01  1.41721444945334e-01
 3.07957108595960e-01  1.41514852472895e-01
 3.22599171266577e-01  1.41008750247198e-01
 3.37652284001370e-01  1.40263633386980e-01
 3.53114717413396e-01  1.39254214425581e-01
 3.68984522270290e-01  1.37982110735605e-01
 3.85259510205874e-01  1.36447374984163e-01
 4.01937195108969e-01  1.34655824622844e-01
 4.19012341987462e-01  1.32588303468380e-01
 4.36483501483065e-01  1.30273233266181e-01
 4.54344746542993e-01  1.27698874992190e-01
 4.72591487662293e-01  1.24876554490313e-01
 4.91215691701170e-01  1.21794691661012e-01
 5.10212571186993e-01  1.18470899860861e-01
 5.29576283774121e-01  1.14920420114518e-01
 5.49301414737244e-01  1.11163163688186e-01
 5.69376138286805e-01  1.07190578499421e-01
 5.89790544814015e-01  1.03009701224984e-01
 6.10535661018395e-01  9.86369625316767e-02
 6.31598027441957e-01  9.40719305000897e-02
 6.52967718381158e-01  8.93352840552574e-02
 6.74629308164050e-01  8.44264595856324e-02
 6.96571087712991e-01  7.93661257513529e-02
 7.18777346886997e-01  7.41629417111774e-02
 7.41232336299919e-01  6.88280016943468e-02
 7.63924324198864e-01  6.33939830843765e-02
 7.86836814429282e-01  5.78778642155013e-02
 8.09953989381794e-01  5.23029669744285e-02
 8.33255648633522e-01  4.66758312350396e-02
 8.56727040699313e-01  4.10321363470056e-02
 8.80351465509620e-01  3.54016624436027e-02
 9.04109105323967e-01  2.98028542711976e-02
 9.27982101268552e-01  2.42679590828917e-02
 9.51949306507642e-01  1.87771881875734e-02
 9.75968992682178e-01  1.33186588018625e-02
 1.00000000000000e+00  7.91511970130632e-03
