                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 6.07656247801090e-03 -1.12712164647307e-02
 4.98975843823898e-03 -1.01364207407645e-02
 4.02883443002860e-03 -8.98938025352180e-03
 3.21750687486818e-03 -7.81407575791320e-03
 2.55060315670365e-03 -6.61981596772364e-03
 1.98142935461863e-03 -5.43529612354137e-03
 1.49042042118930e-03 -4.27607105125315e-03
 1.05698887522462e-03 -3.14980636718562e-03
 6.70400905129466e-04 -2.06024486657530e-03
 3.20719020765982e-04 -1.00998504777971e-03
 0.00000000000000e+00  0.00000000000000e+00
 2.18690558486183e-04  1.03742174661446e-03
 3.92294161113785e-04  2.13246388319463e-03
 5.53917452186758e-04  3.27745036162292e-03
 7.10953848420503e-04  4.47555527684728e-03
 8.73428943966949e-04  5.72766361079448e-03
 1.04270110369380e-03  7.03453031658070e-03
 1.23058324149164e-03  8.39755741551906e-03
 1.45274711938112e-03  9.81655226330603e-03
 1.73254441413197e-03  1.12878705418733e-02
 2.06986643884396e-03  1.28115030813891e-02
 2.49277699309018e-03  1.43693056421542e-02
 3.16187013350165e-03  1.59425760653500e-02
 4.11316699930562e-03  1.74600500632326e-02
 5.18218939659210e-03  1.90030846695624e-02
 6.28537646490691e-03  2.06210273980135e-02
 7.48701325655894e-03  2.22755021364627e-02
 8.81181114479314e-03  2.39489833363334e-02
 1.02666443742988e-02  2.56379324118265e-02
 1.18399912112577e-02  2.73735172527168e-02
 1.35296417499204e-02  2.91456333740199e-02
 1.53438125012983e-02  3.09466670098613e-02
 1.72902236795403e-02  3.27722792602470e-02
 1.93674054405432e-02  3.46279183622716e-02
 2.15777724976986e-02  3.65145979576246e-02
 2.39234531684595e-02  3.84332157649514e-02
 2.64093661169470e-02  4.03833574336920e-02
 2.90381329622635e-02  4.23123978502819e-02
 3.18172624984208e-02  4.42684780834001e-02
 3.47531281810772e-02  4.62520983424809e-02
 3.78506545356201e-02  4.82639625889207e-02
 4.11154484487729e-02  5.03058594549892e-02
 4.45512271845063e-02  5.23824211251859e-02
 4.81609539371654e-02  5.44887366858695e-02
 5.19423590371244e-02  5.66143387151230e-02
 5.59187700841219e-02  5.87562213099921e-02
 6.00972114629571e-02  6.09153067181806e-02
 6.44845378124403e-02  6.30936765655347e-02
 6.90866581679493e-02  6.52977918658410e-02
 7.39111596719220e-02  6.75277288298508e-02
 7.89668502688461e-02  6.97778031238064e-02
 8.42636894904571e-02  7.20368728561109e-02
 8.98120023960815e-02  7.42901607920853e-02
 9.56221438192188e-02  7.65246155328481e-02
 1.01695128076643e-01  7.87683145819352e-02
 1.08035901988991e-01  8.10530988954627e-02
 1.14654854690344e-01  8.33625312837624e-02
 1.21564614486937e-01  8.56722903207907e-02
 1.28773124513396e-01  8.79753676027187e-02
 1.36293298049115e-01  9.02531832250949e-02
 1.44131261795857e-01  9.25038922111786e-02
 1.52291976933962e-01  9.47341390392037e-02
 1.60783493070992e-01  9.69476864297223e-02
 1.69628494250015e-01  9.90968091976622e-02
 1.78815093434489e-01  1.01225997096727e-01
 1.88364474807548e-01  1.03281810609580e-01
 1.98285362637362e-01  1.05252767406101e-01
 2.08581895383859e-01  1.07149382688329e-01
 2.19257134871685e-01  1.08985251285698e-01
 2.30318275931917e-01  1.10737956072874e-01
 2.41781081295125e-01  1.12358453608903e-01
 2.53648058622656e-01  1.13880603699920e-01
 2.65917573444874e-01  1.15332339961402e-01
 2.78594891051550e-01  1.16671413950930e-01
 2.91685769914734e-01  1.17807785613931e-01
 3.05191117213089e-01  1.18626510769301e-01
 3.19109043514464e-01  1.19033314888249e-01
 3.33441492031366e-01  1.19210912699362e-01
 3.48191085382446e-01  1.19153176303878e-01
 3.63353997571750e-01  1.18841671190451e-01
 3.78925677710318e-01  1.18365926618185e-01
 3.94904972048758e-01  1.17747504461602e-01
 4.11289020553495e-01  1.16872180282712e-01
 4.28072757165966e-01  1.15559467124864e-01
 4.45244787226372e-01  1.13926846337601e-01
 4.62814770078103e-01  1.12117393044582e-01
 4.80827009124160e-01  1.09927102648018e-01
 4.99248844883988e-01  1.07488680705265e-01
 5.18044194199854e-01  1.04825924796620e-01
 5.37192344127969e-01  1.01837436462610e-01
 5.56694971785300e-01  9.86104745881257e-02
 5.76485467162750e-01  9.51139304050178e-02
 5.96599100499735e-01  9.13489872195549e-02
 6.17029339363239e-01  8.73370558007870e-02
 6.37757834456936e-01  8.30565514698743e-02
 6.58785059918394e-01  7.85831280786196e-02
 6.80094671679269e-01  7.39135585301618e-02
 7.01672069228056e-01  6.90571390752925e-02
 7.23505793844599e-01  6.40423628024798e-02
 7.45577996888917e-01  5.88711306981667e-02
 7.67883750689144e-01  5.36057806675928e-02
 7.90404060393759e-01  4.82516452142046e-02
 8.13131085071449e-01  4.28620890637270e-02
 8.36044636805163e-01  3.74459062303202e-02
 8.59127033743626e-01  3.20215571652800e-02
 8.82356323969818e-01  2.65963441066655e-02
 9.05723030549985e-01  2.12292124983048e-02
 9.29214658465422e-01  1.59696789948995e-02
 9.52779024670134e-01  1.06860930207429e-02
 9.76382417539273e-01  5.38847427331116e-03
 1.00000000000000e+00  8.08702389898995e-05
